"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CARO","Carolina Financial Corporation","31.13","702610357.13","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust BancShares, Inc.","7.59","54321531.33","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cart",
"CARV","Carver Bancorp, Inc.","3.52","13019297.28","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/carv",
"CATY","Cathay General Bancorp","34.36","2785764591.08","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/caty",
"CBFV","CB Financial Services, Inc.","24.71","133787328.29","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbfv",
"CBMB","CBM Bancorp, Inc.","12.73","53873360","n/a","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cbmb",
"CBRE","CBRE Group, Inc.","39.46","13451136716.92","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/cbre",
"CBTX","CBTX, Inc.","31.83","826357218.72","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/cbtx",
"CSFL","CenterState Bank Corporation","21.25","2032974962.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/csfl",
"CFBK","Central Federal Corporation","13.2","56734180.8","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cfbk",
"CVCY","Central Valley Community Bancorp","18.55","255925983.95","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cvcy",
"CNBKA","Century Bancorp, Inc.","69.76","388417331.84","n/a","1987","Finance","Major Banks","https://www.nasdaq.com/symbol/cnbka",
"CFFAU","CF Finance Acquisition Corp.","10","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/cffau",
"CTAC","ChaSerg Technology Acquisition Corp.","9.68","272395200","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctac",
"CTACU","ChaSerg Technology Acquisition Corp.","9.99","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacu",
"CTACW","ChaSerg Technology Acquisition Corp.","0.7304","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacw",
"CHFC","Chemical Financial Corporation","39.49","2821379912.23","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chfc",
"CHMG","Chemung Financial Corp","41.6","199965542.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chmg",
"GLG","China Commercial Credit, Inc.","0.4642","11417283.0904","n/a","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/glg",
"JRJC","China Finance Online Co. Limited","1.04","22068385.04","21219601","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","1.14","51357000","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/hgsh",
"CLDC","China Lending Corporation","1.0764","26400754.0836","n/a","2014","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/cldc",
"LFC","China Life Insurance Company Limited","10.39","58734056990","n/a","2003","Finance","Life Insurance","https://www.nasdaq.com/symbol/lfc",
"XRF","China Rapid Finance Limited","1.49","97981222.9","n/a","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/xrf",
